index,Exp,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,b11,b12,b13,b14,b15,b16,b17,b18,b21,b22,b23,b24,b25,b26,b27,b28,b31,b32,b33,b34,b35,b36,b37,b38,b41,b42,b43,b44,b45,b46,b47,b48,b51,b52,b53,b54,b55,b56,b57,b58,b61,b62,b63,b64,b65,b66,b67,b68,b71,b72,b73,b74,b75,b76,b77,b78,b81,b82,b83,b84,b85,b86,b87,b88,Score,Joint,Is_there,where_x,where_y,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,DLIndex_Mean,Fairness
1693,0.65,164-537,7,537,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,12,4,18,0,0,0,0,11,26,30,16,0,0,0,0,1,31,14,8,0,0,0,0,25,5,24,21,0,0,0,0,17,6,10,15,0,0,0,0,23,13,29,22,0,0,0,0,28,3,27,2,0,0,0,0,7,20,9,19,23,9,Unicorn_Absent,-1,-1,21,0.94375,32,0.0,38,0.146341463415,0.453125,0.296875,0.734375
1694,0.65,164-537,8,164,Absent,15,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,13,4,0,14,0,11,0,8,0,0,0,0,0,0,0,0,0,2,0,0,10,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,15,0,0,0,0,0,0,9,0,23,9,Unicorn_Absent,-1,-1,588,0.94375,15,1.0,38,0.0,0.453125,0.296875,0.734375
1695,0.65,164-537,8,537,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,15,32,19,30,0,0,0,0,27,3,31,12,0,0,0,0,16,11,22,26,0,0,0,0,9,23,13,2,0,0,0,0,24,1,25,17,0,0,0,0,20,18,28,4,0,0,0,0,7,8,5,29,0,0,0,0,6,21,14,10,23,9,Unicorn_Absent,-1,-1,44,0.94375,32,1.0,38,0.0,0.453125,0.296875,0.734375
1702,0.65,164-537,12,164,Absent,15,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9,1,0,5,0,6,0,4,0,0,0,0,0,0,0,0,0,11,0,0,10,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,14,8,0,0,0,0,12,0,0,0,0,0,0,2,0,32,0,Unicorn_Absent,-1,-1,410,1.0,15,1.0,15,1.0,0.234375,0.296875,0.765625
1703,0.65,164-537,12,537,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,-134,1.0,0,0.0,15,1.0,0.234375,0.296875,0.765625
1704,0.65,164-537,13,164,Absent,15,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,12,13,0,10,0,7,0,1,0,0,0,0,0,0,0,0,0,8,0,0,4,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,15,6,0,0,0,0,3,0,0,0,0,0,0,14,0,32,0,Unicorn_Absent,-1,-1,442,1.0,15,1.0,15,0.0,0.234375,0.296875,0.765625
1705,0.65,164-537,13,537,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,-102,1.0,0,1.0,15,0.0,0.234375,0.296875,0.765625
1706,0.65,164-537,14,164,Absent,15,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,11,14,0,1,0,8,0,9,0,0,0,0,0,0,0,0,0,4,0,0,2,10,0,0,0,0,0,0,7,0,0,0,0,0,0,0,13,0,5,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,3,0,0,0,0,0,0,15,0,32,0,Unicorn_Absent,-1,-1,474,1.0,15,1.0,15,0.0,0.234375,0.296875,0.765625
1707,0.65,164-537,14,537,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,-70,1.0,0,1.0,15,0.0,0.234375,0.296875,0.765625
1718,0.65,164-537,20,164,Absent,15,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,3,0,14,0,13,0,5,0,0,0,0,0,0,0,0,0,10,0,0,11,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,15,0,0,0,0,0,0,6,0,32,0,Unicorn_Absent,-1,-1,186,1.0,15,1.0,15,0.0,0.234375,0.296875,0.765625
1719,0.65,164-537,20,537,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1,-358,1.0,0,1.0,15,0.0,0.234375,0.296875,0.765625
1722,0.65,246-221,2,246,Absent,15,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,14,9,0,0,0,12,0,0,4,0,0,0,0,0,0,0,15,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,7,5,0,8,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,6,0,0,11,0,0,28,4,Unicorn_Absent,-1,-1,-40,0.975,15,1.0,21,0.0,0.265625,0.265625,0.921875
1723,0.65,246-221,2,221,Absent,10,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,10,0,0,0,0,6,7,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,28,4,Unicorn_Absent,-1,-1,-40,0.975,10,1.0,21,0.0,0.265625,0.265625,0.921875
1726,0.65,246-221,4,246,Absent,15,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,5,7,0,0,0,12,0,0,10,0,0,0,0,0,0,0,1,0,15,0,14,0,0,0,0,0,0,0,0,0,0,0,11,13,0,9,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,3,0,0,28,4,Unicorn_Absent,-1,-1,-80,0.975,15,1.0,21,0.0,0.265625,0.265625,0.921875
1727,0.65,246-221,4,221,Absent,10,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,3,0,0,0,0,1,10,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,28,4,Unicorn_Absent,-1,-1,-80,0.975,10,1.0,21,0.0,0.265625,0.265625,0.921875
1732,0.65,246-221,7,246,Absent,15,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,13,11,0,0,0,12,0,0,15,0,0,0,0,0,0,0,5,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,7,8,0,2,10,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,9,0,0,28,4,Unicorn_Absent,-1,-1,-89,0.975,15,1.0,21,0.0,0.265625,0.265625,0.921875
1733,0.65,246-221,7,221,Absent,10,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,1,0,0,0,0,2,8,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,28,4,Unicorn_Absent,-1,-1,-89,0.975,10,1.0,21,0.0,0.265625,0.265625,0.921875
1738,0.65,246-221,10,246,Absent,15,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,11,13,0,0,0,3,0,0,15,0,0,0,0,0,0,0,7,0,12,0,6,0,0,0,0,0,0,0,0,0,0,0,1,9,0,2,14,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,4,0,0,28,4,Unicorn_Absent,-1,-1,-197,0.975,15,1.0,21,0.0,0.265625,0.265625,0.921875
1739,0.65,246-221,10,221,Absent,10,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,3,0,0,0,0,1,9,0,0,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,28,4,Unicorn_Absent,-1,-1,-197,0.975,10,1.0,21,0.0,0.265625,0.265625,0.921875
1740,0.65,246-221,11,246,Absent,15,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,13,9,0,0,0,11,0,0,7,0,0,0,0,0,0,0,14,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,12,6,0,5,15,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,1,0,0,28,4,Unicorn_Absent,-1,-1,-169,0.975,15,1.0,21,0.0,0.265625,0.265625,0.921875
1741,0.65,246-221,11,221,Absent,10,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,4,0,0,0,0,7,9,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,28,4,Unicorn_Absent,-1,-1,-169,0.975,10,1.0,21,0.0,0.265625,0.265625,0.921875
1746,0.65,246-221,14,246,Absent,15,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,9,0,0,0,1,0,0,10,0,0,0,0,0,0,0,12,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,13,7,0,4,15,0,0,0,0,0,0,14,0,0,0,0,0,0,0,6,0,0,0,0,0,0,11,0,0,8,0,0,28,4,Unicorn_Absent,-1,-1,-277,0.975,15,1.0,21,0.0,0.265625,0.265625,0.921875
1747,0.65,246-221,14,221,Absent,10,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,7,0,0,0,0,4,5,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,28,4,Unicorn_Absent,-1,-1,-277,0.975,10,1.0,21,0.0,0.265625,0.265625,0.921875
1748,0.65,246-221,15,246,Absent,15,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3,9,0,0,0,1,0,0,14,0,0,0,0,0,0,0,15,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,6,10,0,5,11,0,0,0,0,0,0,12,0,0,0,0,0,0,0,13,0,0,0,0,0,0,2,0,0,8,0,0,28,4,Unicorn_Absent,-1,-1,-249,0.975,15,1.0,21,0.0,0.265625,0.265625,0.921875
1749,0.65,246-221,15,221,Absent,10,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,6,0,0,0,0,9,1,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,28,4,Unicorn_Absent,-1,-1,-249,0.975,10,1.0,21,0.0,0.265625,0.265625,0.921875
1752,0.65,246-221,17,246,Absent,15,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,14,12,0,0,0,7,0,0,9,0,0,0,0,0,0,0,13,0,15,0,10,0,0,0,0,0,0,0,0,0,0,0,1,5,0,6,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,2,0,0,28,4,Unicorn_Absent,-1,-1,-289,0.975,15,1.0,21,0.0,0.265625,0.265625,0.921875
1753,0.65,246-221,17,221,Absent,10,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,7,0,0,0,0,8,1,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,28,4,Unicorn_Absent,-1,-1,-289,0.975,10,1.0,21,0.0,0.265625,0.265625,0.921875
1756,0.65,246-221,19,246,Absent,15,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,7,5,0,0,0,10,0,0,9,0,0,0,0,0,0,0,1,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,13,3,0,4,11,0,0,0,0,0,0,8,0,0,0,0,0,0,0,12,0,0,0,0,0,0,6,0,0,15,0,0,28,4,Unicorn_Absent,-1,-1,-329,0.975,15,1.0,21,0.0,0.265625,0.265625,0.921875
1757,0.65,246-221,19,221,Absent,10,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,0,0,5,0,0,0,0,3,6,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,28,4,Unicorn_Absent,-1,-1,-329,0.975,10,1.0,21,0.0,0.265625,0.265625,0.921875
1758,0.65,246-221,20,246,Absent,15,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,14,6,0,0,0,12,0,0,8,0,0,0,0,0,0,0,5,0,11,0,9,0,0,0,0,0,0,0,0,0,0,0,4,15,0,10,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,7,0,0,28,4,Unicorn_Absent,-1,-1,-301,0.975,15,1.0,21,0.0,0.265625,0.265625,0.921875
1759,0.65,246-221,20,221,Absent,10,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,6,0,0,0,0,5,9,0,0,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,28,4,Unicorn_Absent,-1,-1,-301,0.975,10,1.0,21,0.0,0.265625,0.265625,0.921875
1760,0.65,371-630,1,371,Absent,47,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,42,25,37,32,12,26,13,0,0,6,19,34,0,21,0,0,17,27,3,31,44,1,45,5,41,33,4,36,40,47,38,8,46,2,0,7,23,0,24,16,11,0,9,0,0,39,0,0,28,30,15,10,20,0,18,22,0,35,43,0,14,29,0,0,15,17,Unicorn_Absent,-1,-1,15,0.89375,47,1.0,51,0.0,0.53125,0.859375,0.59375
1761,0.65,371-630,1,630,Absent,21,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,17,3,0,0,0,18,11,0,0,0,0,0,0,0,0,0,0,7,6,15,0,13,0,0,0,14,0,0,0,0,8,1,0,0,0,0,20,0,0,0,0,19,0,9,2,10,4,0,0,0,5,21,0,0,16,0,0,0,12,0,0,0,0,0,15,17,Unicorn_Absent,-1,-1,15,0.89375,21,1.0,51,0.0,0.53125,0.859375,0.59375
1762,0.65,371-630,2,371,Absent,48,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,10,27,28,46,13,37,0,0,4,30,42,3,45,38,0,0,34,44,48,40,47,25,0,0,16,26,39,32,31,14,0,0,24,23,41,18,22,43,0,0,12,1,21,19,9,7,0,0,35,15,8,5,20,11,0,0,33,29,17,6,36,2,0,13,19,Unicorn_Absent,-1,-1,28,0.88125,48,0.637931034483,50,0.362068965517,0.484375,0.859375,0.578125
1763,0.65,371-630,2,630,Absent,21,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,11,18,0,0,0,19,16,0,0,0,0,0,0,0,0,0,0,1,7,20,0,13,0,0,0,9,0,0,0,0,4,14,0,0,0,0,8,0,0,0,0,10,0,3,6,15,21,0,0,0,17,12,0,0,2,0,0,0,5,0,0,0,0,0,13,19,Unicorn_Absent,-1,-1,28,0.88125,21,1.0,50,0.362068965517,0.484375,0.859375,0.578125
1770,0.65,371-630,6,371,Absent,48,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,3,45,43,33,26,39,0,0,48,14,38,22,24,6,0,0,15,20,10,1,5,35,0,0,28,47,9,18,27,19,0,0,21,32,41,42,17,36,0,0,13,12,29,44,37,23,0,0,25,7,34,8,2,31,0,0,11,30,4,46,40,16,0,32,0,Unicorn_Absent,-1,-1,156,1.0,48,1.0,64,0.942857142857,1.0,0.859375,0.5
1771,0.65,371-630,6,630,Absent,16,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,10,0,0,0,0,0,0,9,6,0,0,0,0,0,0,3,13,0,0,0,0,0,0,11,16,0,0,0,0,0,0,5,8,0,0,0,0,0,0,2,15,0,0,0,0,0,0,12,4,0,0,0,0,0,0,7,14,0,0,0,0,0,0,1,32,0,Unicorn_Absent,-1,-1,156,1.0,16,0.0571428571429,64,0.942857142857,1.0,0.859375,0.5
1774,0.65,371-630,8,371,Absent,48,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,35,46,9,4,39,7,0,0,29,21,19,13,2,24,0,0,38,6,22,12,11,41,0,0,48,36,34,37,1,15,0,0,42,33,20,5,23,25,0,0,10,17,18,40,44,47,0,0,31,43,3,27,32,8,0,0,30,16,45,26,28,14,0,32,0,Unicorn_Absent,-1,-1,220,1.0,48,1.0,64,0.0,1.0,0.859375,0.5
1775,0.65,371-630,8,630,Absent,16,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,11,0,0,0,0,0,0,13,14,0,0,0,0,0,0,8,10,0,0,0,0,0,0,12,7,0,0,0,0,0,0,15,9,0,0,0,0,0,0,16,1,0,0,0,0,0,0,6,2,0,0,0,0,0,0,4,5,0,0,0,0,0,0,3,32,0,Unicorn_Absent,-1,-1,220,1.0,16,1.0,64,0.0,1.0,0.859375,0.5
1782,0.65,371-630,12,371,Absent,48,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,34,48,44,3,12,6,0,0,29,10,1,43,42,46,0,0,7,36,26,21,8,27,0,0,22,9,18,14,37,33,0,0,38,23,2,19,35,45,0,0,16,31,25,32,4,20,0,0,13,17,11,15,40,41,0,0,28,39,24,30,47,5,0,32,0,Unicorn_Absent,-1,-1,348,1.0,48,1.0,64,0.0,1.0,0.859375,0.5
