index,Exp,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,b11,b12,b13,b14,b15,b16,b17,b18,b21,b22,b23,b24,b25,b26,b27,b28,b31,b32,b33,b34,b35,b36,b37,b38,b41,b42,b43,b44,b45,b46,b47,b48,b51,b52,b53,b54,b55,b56,b57,b58,b61,b62,b63,b64,b65,b66,b67,b68,b71,b72,b73,b74,b75,b76,b77,b78,b81,b82,b83,b84,b85,b86,b87,b88,Score,Joint,Is_there,where_x,where_y,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,DLIndex_Mean,Fairness
6776,0.8,263-801,9,263,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,24,23,9,19,0,0,0,0,15,7,14,18,0,0,0,0,31,13,20,27,0,0,0,0,12,28,2,10,0,0,0,0,11,32,4,8,0,0,0,0,16,26,21,30,0,0,0,0,17,3,1,29,0,0,0,0,5,6,22,25,32,0,Unicorn_Absent,-1,-1,160,1.0,32,0.32,64,0.68,1.0,0.730769230769,1.0
6777,0.8,263-801,9,801,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,19,18,9,5,0,0,0,0,8,3,25,11,0,0,0,0,20,7,29,14,0,0,0,0,32,2,15,1,0,0,0,0,26,21,22,6,0,0,0,0,23,27,31,4,0,0,0,0,24,17,16,12,0,0,0,0,13,28,30,10,0,0,0,0,32,0,Unicorn_Absent,-1,-1,160,1.0,32,1.0,64,0.68,1.0,0.730769230769,1.0
6778,0.8,263-801,10,263,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,28,14,6,8,0,0,0,0,27,17,25,32,0,0,0,0,9,21,20,5,0,0,0,0,18,7,22,23,0,0,0,0,2,1,16,15,0,0,0,0,30,26,13,3,0,0,0,0,4,31,24,19,0,0,0,0,12,10,11,29,32,0,Unicorn_Absent,-1,-1,192,1.0,32,1.0,64,0.0,1.0,0.730769230769,1.0
6779,0.8,263-801,10,801,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,24,21,9,32,0,0,0,0,30,13,19,2,0,0,0,0,10,4,15,22,0,0,0,0,7,29,16,12,0,0,0,0,6,25,20,17,0,0,0,0,31,5,23,26,0,0,0,0,14,11,27,3,0,0,0,0,18,8,28,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1,192,1.0,32,1.0,64,0.0,1.0,0.730769230769,1.0
6780,0.8,263-801,11,263,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,7,31,22,26,0,0,0,0,6,15,30,9,0,0,0,0,13,1,20,8,0,0,0,0,10,27,29,21,0,0,0,0,32,2,28,16,0,0,0,0,24,23,18,17,0,0,0,0,25,3,11,12,0,0,0,0,19,14,4,5,32,0,Unicorn_Absent,-1,-1,224,1.0,32,1.0,64,0.0,1.0,0.730769230769,1.0
6781,0.8,263-801,11,801,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,13,29,3,19,0,0,0,0,11,17,30,10,0,0,0,0,31,7,14,5,0,0,0,0,28,22,27,20,0,0,0,0,25,24,15,1,0,0,0,0,16,18,8,6,0,0,0,0,4,21,2,12,0,0,0,0,26,9,23,32,0,0,0,0,32,0,Unicorn_Absent,-1,-1,224,1.0,32,1.0,64,0.0,1.0,0.730769230769,1.0
6782,0.8,263-801,12,263,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,13,30,26,0,0,0,0,17,15,31,11,0,0,0,0,9,18,19,2,0,0,0,0,4,22,23,24,0,0,0,0,6,21,14,28,0,0,0,0,10,7,25,20,0,0,0,0,3,5,32,12,0,0,0,0,29,27,16,8,32,0,Unicorn_Absent,-1,-1,256,1.0,32,1.0,64,0.0,1.0,0.730769230769,1.0
6783,0.8,263-801,12,801,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,12,9,26,1,0,0,0,0,32,22,8,25,0,0,0,0,24,18,7,11,0,0,0,0,4,3,19,20,0,0,0,0,2,28,16,10,0,0,0,0,15,30,27,31,0,0,0,0,21,29,17,13,0,0,0,0,5,14,23,6,0,0,0,0,32,0,Unicorn_Absent,-1,-1,256,1.0,32,1.0,64,0.0,1.0,0.730769230769,1.0
6784,0.8,263-801,13,263,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,16,13,32,27,0,0,0,0,12,23,15,19,0,0,0,0,25,9,18,10,0,0,0,0,17,21,26,4,0,0,0,0,5,2,30,7,0,0,0,0,29,14,20,3,0,0,0,0,8,1,24,22,0,0,0,0,6,28,11,31,32,0,Unicorn_Absent,-1,-1,288,1.0,32,1.0,64,0.0,1.0,0.730769230769,1.0
6785,0.8,263-801,13,801,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,9,31,5,13,0,0,0,0,14,29,4,10,0,0,0,0,27,22,28,18,0,0,0,0,7,24,30,8,0,0,0,0,11,26,20,21,0,0,0,0,12,16,17,19,0,0,0,0,6,2,1,25,0,0,0,0,3,23,32,15,0,0,0,0,32,0,Unicorn_Absent,-1,-1,288,1.0,32,1.0,64,0.0,1.0,0.730769230769,1.0
6788,0.8,263-801,15,263,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,31,7,27,8,0,0,0,0,16,21,18,5,0,0,0,0,22,23,32,19,0,0,0,0,10,6,9,1,0,0,0,0,20,24,14,4,0,0,0,0,12,26,30,11,0,0,0,0,15,28,3,17,0,0,0,0,25,13,29,2,32,0,Unicorn_Absent,-1,-1,352,1.0,32,1.0,64,0.0,1.0,0.730769230769,1.0
6789,0.8,263-801,15,801,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,5,22,32,2,0,0,0,0,25,15,17,11,0,0,0,0,8,18,16,10,0,0,0,0,9,30,19,6,0,0,0,0,12,24,28,23,0,0,0,0,4,31,14,7,0,0,0,0,29,3,27,26,0,0,0,0,1,21,20,13,0,0,0,0,32,0,Unicorn_Absent,-1,-1,352,1.0,32,1.0,64,0.0,1.0,0.730769230769,1.0
6792,0.8,263-801,17,263,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,12,18,30,5,0,0,0,0,3,7,20,8,0,0,0,0,24,19,13,32,0,0,0,0,11,4,10,23,0,0,0,0,9,15,6,1,0,0,0,0,26,27,28,2,0,0,0,0,25,14,21,16,0,0,0,0,31,22,29,17,32,0,Unicorn_Absent,-1,-1,416,1.0,32,1.0,64,0.0,1.0,0.730769230769,1.0
6793,0.8,263-801,17,801,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,2,5,6,7,0,0,0,0,30,9,10,25,0,0,0,0,11,24,21,19,0,0,0,0,8,27,22,15,0,0,0,0,32,31,3,12,0,0,0,0,20,4,17,1,0,0,0,0,14,28,13,29,0,0,0,0,23,26,16,18,0,0,0,0,32,0,Unicorn_Absent,-1,-1,416,1.0,32,1.0,64,0.0,1.0,0.730769230769,1.0
6796,0.8,263-801,19,263,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,18,17,31,3,0,0,0,0,20,2,24,19,0,0,0,0,13,7,16,29,0,0,0,0,28,1,9,25,0,0,0,0,21,11,5,4,0,0,0,0,23,10,14,15,0,0,0,0,6,12,32,26,0,0,0,0,27,30,22,8,32,0,Unicorn_Absent,-1,-1,480,1.0,32,1.0,64,0.0,1.0,0.730769230769,1.0
6797,0.8,263-801,19,801,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,23,20,4,10,0,0,0,0,21,15,19,29,0,0,0,0,26,8,11,1,0,0,0,0,14,28,27,31,0,0,0,0,16,3,32,25,0,0,0,0,24,22,12,13,0,0,0,0,18,5,30,6,0,0,0,0,9,7,17,2,0,0,0,0,32,0,Unicorn_Absent,-1,-1,480,1.0,32,1.0,64,0.0,1.0,0.730769230769,1.0
6802,0.8,782-976,2,782,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,23,11,27,22,0,0,0,0,5,18,6,12,0,0,0,0,20,26,32,29,0,0,0,0,25,30,21,17,0,0,0,0,7,10,13,31,0,0,0,0,28,9,8,15,0,0,0,0,2,14,19,24,0,0,0,0,16,4,3,1,0,0,0,0,16,16,Unicorn_Absent,-1,-1,33,0.9,32,1.0,48,0.0,0.5,0.881944444444,1.0
6803,0.8,782-976,2,976,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6,4,13,2,31,30,7,8,20,26,9,19,10,17,23,3,24,29,22,14,27,1,32,21,28,16,5,15,18,12,11,16,16,Unicorn_Absent,-1,-1,33,0.9,32,1.0,48,0.0,0.5,0.881944444444,1.0
6810,0.8,782-976,6,782,Absent,46,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,22,0,0,1,28,0,39,8,2,17,18,33,19,0,25,40,36,29,14,0,42,30,10,0,0,7,0,24,0,34,21,3,26,38,0,46,13,4,15,11,35,0,23,0,44,45,9,0,5,0,41,20,6,0,27,31,43,16,0,0,0,37,32,12,7,25,Unicorn_Absent,-1,-1,-97,0.84375,46,0.368421052632,53,0.0350877192982,0.4375,0.881944444444,0.78125
6811,0.8,782-976,6,976,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,2,9,5,29,0,0,0,0,16,22,30,13,0,0,0,0,21,32,11,19,0,0,0,0,6,7,14,26,0,0,0,0,8,1,27,12,0,0,0,0,15,31,3,23,0,0,0,0,10,20,25,17,0,0,0,0,28,24,4,18,7,25,Unicorn_Absent,-1,-1,-97,0.84375,32,0.333333333333,53,0.0350877192982,0.4375,0.881944444444,0.78125
6816,0.8,782-976,9,782,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,30,14,6,3,0,0,0,0,5,1,29,12,0,0,0,0,18,2,15,9,0,0,0,0,20,11,28,21,0,0,0,0,32,10,19,31,0,0,0,0,7,23,8,27,0,0,0,0,24,22,26,13,0,0,0,0,4,25,17,16,0,0,0,0,32,0,Unicorn_Absent,-1,-1,-1,1.0,32,0.368421052632,64,0.631578947368,1.0,0.881944444444,1.0
6817,0.8,782-976,9,976,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,17,31,28,26,0,0,0,0,24,1,18,13,0,0,0,0,22,12,30,29,0,0,0,0,8,16,32,7,0,0,0,0,21,5,20,9,0,0,0,0,14,4,2,27,0,0,0,0,3,11,15,23,0,0,0,0,25,19,10,6,32,0,Unicorn_Absent,-1,-1,-1,1.0,32,1.0,64,0.631578947368,1.0,0.881944444444,1.0
6818,0.8,782-976,10,782,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,18,24,21,9,0,0,0,0,14,16,28,15,0,0,0,0,12,30,11,27,0,0,0,0,29,10,2,3,0,0,0,0,20,13,7,26,0,0,0,0,22,17,19,6,0,0,0,0,23,8,5,4,0,0,0,0,32,1,31,25,0,0,0,0,32,0,Unicorn_Absent,-1,-1,31,1.0,32,1.0,64,0.0,1.0,0.881944444444,1.0
6819,0.8,782-976,10,976,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,20,17,30,32,0,0,0,0,12,10,28,11,0,0,0,0,1,25,9,13,0,0,0,0,27,22,16,29,0,0,0,0,5,26,19,18,0,0,0,0,6,21,15,31,0,0,0,0,8,4,3,24,0,0,0,0,2,14,23,7,32,0,Unicorn_Absent,-1,-1,31,1.0,32,1.0,64,0.0,1.0,0.881944444444,1.0
6820,0.8,782-976,11,782,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,12,15,16,0,0,0,0,14,29,27,20,0,0,0,0,2,26,25,8,0,0,0,0,7,11,30,19,0,0,0,0,21,24,18,9,0,0,0,0,6,23,17,22,0,0,0,0,31,28,3,13,0,0,0,0,4,10,5,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1,63,1.0,32,1.0,64,0.0,1.0,0.881944444444,1.0
6821,0.8,782-976,11,976,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,15,26,20,31,0,0,0,0,2,32,16,12,0,0,0,0,28,13,25,29,0,0,0,0,24,5,17,3,0,0,0,0,14,10,19,27,0,0,0,0,21,6,11,1,0,0,0,0,18,4,22,9,0,0,0,0,23,30,7,8,32,0,Unicorn_Absent,-1,-1,63,1.0,32,1.0,64,0.0,1.0,0.881944444444,1.0
6828,0.8,782-976,15,782,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,6,11,15,9,0,0,0,0,20,19,24,21,0,0,0,0,14,30,27,25,0,0,0,0,12,29,2,3,0,0,0,0,23,18,7,22,0,0,0,0,1,13,5,17,0,0,0,0,16,26,32,4,0,0,0,0,28,31,8,10,0,0,0,0,32,0,Unicorn_Absent,-1,-1,191,1.0,32,1.0,64,0.0,1.0,0.881944444444,1.0
6829,0.8,782-976,15,976,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,7,9,16,17,0,0,0,0,19,4,5,26,0,0,0,0,3,11,20,28,0,0,0,0,18,31,23,21,0,0,0,0,29,25,30,15,0,0,0,0,8,10,13,6,0,0,0,0,32,1,2,27,0,0,0,0,12,22,14,24,32,0,Unicorn_Absent,-1,-1,191,1.0,32,1.0,64,0.0,1.0,0.881944444444,1.0
6830,0.8,782-976,16,782,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,22,8,6,9,0,0,0,0,29,16,27,31,0,0,0,0,10,18,7,17,0,0,0,0,11,26,24,1,0,0,0,0,32,25,19,30,0,0,0,0,15,13,20,4,0,0,0,0,23,2,12,3,0,0,0,0,14,21,5,28,0,0,0,0,32,0,Unicorn_Absent,-1,-1,223,1.0,32,1.0,64,0.0,1.0,0.881944444444,1.0
6831,0.8,782-976,16,976,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,16,10,17,22,0,0,0,0,8,6,3,11,0,0,0,0,25,21,20,26,0,0,0,0,1,15,7,29,0,0,0,0,18,14,31,13,0,0,0,0,24,4,5,2,0,0,0,0,28,27,19,32,0,0,0,0,12,30,23,9,32,0,Unicorn_Absent,-1,-1,223,1.0,32,1.0,64,0.0,1.0,0.881944444444,1.0
6832,0.8,782-976,17,782,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,10,4,8,5,0,0,0,0,20,31,1,14,0,0,0,0,32,26,23,6,0,0,0,0,22,11,21,30,0,0,0,0,16,18,28,2,0,0,0,0,3,24,12,19,0,0,0,0,29,17,9,25,0,0,0,0,27,7,13,15,0,0,0,0,32,0,Unicorn_Absent,-1,-1,255,1.0,32,1.0,64,0.0,1.0,0.881944444444,1.0
6833,0.8,782-976,17,976,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,6,30,2,9,0,0,0,0,18,13,24,15,0,0,0,0,4,10,28,3,0,0,0,0,5,16,14,7,0,0,0,0,29,25,1,32,0,0,0,0,21,17,27,8,0,0,0,0,11,12,20,31,0,0,0,0,22,23,19,26,32,0,Unicorn_Absent,-1,-1,255,1.0,32,1.0,64,0.0,1.0,0.881944444444,1.0
6838,0.8,782-976,20,782,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,13,2,5,8,0,0,0,0,10,24,15,1,0,0,0,0,30,11,6,4,0,0,0,0,31,26,22,25,0,0,0,0,27,9,23,7,0,0,0,0,20,14,16,32,0,0,0,0,12,28,29,17,0,0,0,0,3,18,19,21,0,0,0,0,32,0,Unicorn_Absent,-1,-1,351,1.0,32,1.0,64,0.0,1.0,0.881944444444,1.0
6839,0.8,782-976,20,976,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,10,27,23,32,0,0,0,0,7,17,11,22,0,0,0,0,6,13,4,18,0,0,0,0,31,28,24,25,0,0,0,0,3,19,14,29,0,0,0,0,21,16,12,2,0,0,0,0,8,15,30,5,0,0,0,0,20,9,1,26,32,0,Unicorn_Absent,-1,-1,351,1.0,32,1.0,64,0.0,1.0,0.881944444444,1.0
6840,0.8,767-178,1,767,Absent,45,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,42,33,31,24,0,0,0,0,14,0,35,7,15,28,0,0,9,10,38,37,43,36,6,40,44,17,29,21,41,27,39,0,25,4,22,3,8,0,0,11,19,5,20,0,34,26,2,1,13,30,16,0,32,45,0,0,18,0,23,0,12,0,0,14,18,Unicorn_Absent,-1,-1,229,0.8875,45,0.106382978723,51,0.893617021277,0.515625,0.897569444444,0.671875
6841,0.8,767-178,1,178,Absent,24,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,24,0,0,0,0,0,4,10,22,21,0,20,19,0,9,6,16,0,0,0,0,0,18,13,0,0,0,0,0,0,8,0,0,7,0,2,0,0,14,0,1,5,0,0,0,0,15,17,11,23,0,0,0,0,0,0,3,0,0,0,12,14,18,Unicorn_Absent,-1,-1,14,0.8875,24,1.0,51,0.893617021277,0.515625,0.897569444444,0.671875
6846,0.8,767-178,4,767,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,27,4,1,18,0,0,0,0,26,8,23,3,0,0,0,0,21,6,20,11,0,0,0,0,10,24,5,15,0,0,0,0,16,17,14,25,0,0,0,0,9,13,12,2,0,0,0,0,29,19,22,28,0,0,0,0,30,32,7,31,25,7,Unicorn_Absent,-1,-1,185,0.95625,32,0.350877192982,43,0.215742057847,0.5625,0.897569444444,0.78125
6847,0.8,767-178,4,178,Absent,18,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,16,0,0,0,0,13,0,0,0,0,11,0,0,0,0,0,0,2,0,15,0,0,1,10,0,0,0,0,8,0,4,0,14,17,0,9,6,0,0,0,0,0,0,0,12,0,0,0,5,3,18,0,0,0,0,0,0,25,7,Unicorn_Absent,-1,-1,-30,0.95625,18,0.135135135135,43,0.215742057847,0.5625,0.897569444444,0.78125
6850,0.8,767-178,6,767,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,15,18,11,10,0,0,0,0,27,7,19,20,0,0,0,0,8,25,30,6,0,0,0,0,21,32,2,13,0,0,0,0,12,9,1,5,0,0,0,0,16,31,23,29,0,0,0,0,4,14,22,26,0,0,0,0,28,24,17,3,32,0,Unicorn_Absent,-1,-1,145,1.0,32,1.0,64,0.717948717949,1.0,0.897569444444,1.0
6851,0.8,767-178,6,178,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,16,11,8,25,0,0,0,0,19,30,1,15,0,0,0,0,22,2,7,27,0,0,0,0,28,4,17,23,0,0,0,0,32,24,20,5,0,0,0,0,13,12,14,6,0,0,0,0,29,3,26,18,0,0,0,0,9,31,10,21,0,0,0,0,32,0,Unicorn_Absent,-1,-1,-70,1.0,32,0.282051282051,64,0.717948717949,1.0,0.897569444444,1.0
